denuncia_numero;fecha;hora;mins;hecho_provincia;hecho_municipio;hecho_localidad;hecho_discriminacion;hecho_irregularidades;hecho_lugar;hecho_cometido_por;hecho_tipo_violencia;hecho_accion_realizada;denuncia_estado;denuncia_fecha_cambio_estado;denuncia_via_ingreso;denuncia_fecha_hora_carga;hecho_provincia_id
1439;7/1/2019;0;34;Buenos Aires;Pilar;;Por orientacion sexual;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;;Agresión verbal - Agresión física;;Derivado;9/1/2019;Página web de RENCAP ;8/1/2019 18:37;6
1446;13/1/2019;2;0;Buenos Aires;- Gobierno Provincial -;;;;En el interior del local;Controladores;Agresión física;;Derivado;15/1/2019;Call Center;15/1/2019 17:35;6
1450;12/1/2019;2;0;Buenos Aires;Berazategui;Berazategui;Otros;El personal de control no esta identificado;En el interior del local - En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;Se hizo denuncia policial;Derivado;16/1/2019;Página web de RENCAP ;16/1/2019 09:42;6
1451;12/1/2019;2;0;Buenos Aires;Berazategui;Berazategui;Por aspecto físico;El personal de control no esta identificado;En el interior del local;Controladores;Agresión verbal - Agresión física;Se solicitó asistencia policial;Desestimado;6/2/2019;Call Center;16/1/2019 12:09;6
1452;13/1/2019;1;0;Buenos Aires;Luján;Luján;Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - Presencia de menores;En el acceso local;Controladores - Personas vinculadas a la empresa;;;Derivado;21/1/2019;Página web de RENCAP ;17/1/2019 10:17;6
1453;27/1/2019;6;50;Buenos Aires;La Matanza;Ramos Mejía;Otros;;En el interior del local;Personal de empresas de seguridad;Agresión física;;Derivado;4/2/2019;Página web de RENCAP ;27/1/2019 07:51;6
1457;3/2/2019;3;30;Buenos Aires;Moreno;Moreno;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - Presencia de menores;;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;4/2/2019;Página web de RENCAP ;3/2/2019 21:23;6
1458;24/1/2019;3;30;Buenos Aires;General Pueyrredón;Mar del Plata;Por orientacion sexual - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores;Agresión verbal;;Derivado;6/2/2019;Call Center;5/2/2019 18:19;6
1462;24/2/2019;2;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por orientacion sexual - Otros - Racial;;En el acceso local;Controladores;;;Derivado;25/2/2019;Página web de RENCAP ;25/2/2019 12:48;2
1463;9/3/2019;2;30;Buenos Aires;Pilar;Pilar;;Presencia de menores;;;;;Derivado;18/3/2019;Página web de RENCAP ;13/3/2019 14:07;6
1464;16/3/2019;1;0;Ciudad Autónoma de Buenos Aires;Barrio Palermo;;;;En el acceso local;Controladores;Agresión verbal;;Derivado;1/4/2019;Call Center;18/3/2019 15:01;2
1475;24/3/2019;2;44;Mendoza;Luján de Cuyo;LUJAN DE CUYO;Por aspecto físico;;;Personas vinculadas a la empresa;Agresión verbal;;Derivado;1/4/2019;Página web de RENCAP ;24/3/2019 09:51;50
1476;24/3/2019;2;4;Mendoza;Luján de Cuyo;LUJAN DE CUYO;Por aspecto físico;;;Personas vinculadas a la empresa;Agresión verbal;;Desestimado;9/4/2019;Página web de RENCAP ;24/3/2019 10:06;50
1479;6/4/2019;0;0;Buenos Aires;Pilar;Del Viso;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;;;;Derivado;16/4/2019;Página web de RENCAP ;6/4/2019 01:02;6
1480;6/4/2019;2;40;Buenos Aires;La Matanza;Ramos Mejía;Por aspecto físico - Por indumentaria;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal;;Derivado;6/5/2019;Página web de RENCAP ;9/4/2019 14:43;6
1481;13/4/2019;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;;Agresión verbal;;Derivado;15/4/2019;Página web de RENCAP ;13/4/2019 19:08;2
1482;14/4/2019;1;30;Buenos Aires;Lanús;Lanús;Racial;;En el acceso local;Personas vinculadas a la empresa;Agresión verbal;Se solicitó asistencia policial;Derivado;22/4/2019;Página web de RENCAP ;14/4/2019 20:09;6
1483;20/4/2019;4;30;Buenos Aires;Malvinas Argentinas;Los Polvorines;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores - Personal de empresas de seguridad;Agresión física;;Derivado;22/4/2019;Página web de RENCAP ;20/4/2019 17:47;6
1484;28/4/2019;4;50;Buenos Aires;de La Costa;San Bernardo;;;En el acceso local;Personas vinculadas a la empresa;Agresión física;;Derivado;2/5/2019;Página web de RENCAP ;30/4/2019 17:41;6
1486;19/5/2019;1;45;Buenos Aires;Bahía Blanca;Bahía Blanca;Por ideologia - Racial;No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;3/6/2019;Página web de RENCAP ;19/5/2019 03:33;6
1495;19/5/2019;1;0;Buenos Aires;General Pueyrredón;Mar del Plata;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;;;Derivado;20/5/2019;Call Center;20/5/2019 15:53;6
1496;15/5/2019;5;55;Salta;Salta;;Otros;;;Personal de empresas de seguridad;Agresión física;;Derivado;3/6/2019;Página web de RENCAP ;21/5/2019 21:56;66
1497;1/6/2019;2;30;Buenos Aires;Ituzaingó;Ituzaingo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Controladores;Agresión verbal;;Derivado;5/6/2019;Call Center;4/6/2019 17:39;6
1498;22/2/2019;1;42;Chaco;Resistencia;RESISTENCIA;Otros;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;14/6/2019;Página web de RENCAP ;13/6/2019 18:46;22
1499;16/6/2019;3;1;Buenos Aires;Patagones;Villalonga;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;;;Derivado;18/6/2019;Página web de RENCAP ;16/6/2019 01:09;6
1500;16/6/2019;2;15;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Por indumentaria;No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;Agresión verbal;;Derivado;21/6/2019;Página web de RENCAP ;16/6/2019 03:26;2
1501;14/6/2019;22;0;Ciudad Autónoma de Buenos Aires;Barrio Recoleta;;Por orientacion sexual;;En el interior del local;Personas vinculadas a la empresa;;;Derivado;18/6/2019;Página web de RENCAP ;17/6/2019 08:59;2
1502;30/6/2019;1;4;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;Agresión verbal;;Derivado;5/7/2019;Página web de RENCAP ;30/6/2019 12:58;14
1503;22/6/2019;17;45;Buenos Aires;Esteban Echeverría;Monte Grande;Otros;;;;;;Desestimado;11/7/2019;Página web de RENCAP ;2/7/2019 09:06;6
1504;30/6/2019;1;6;Córdoba;Córdoba;CORDOBA;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;;Agresión verbal;;Desestimado;18/7/2019;Página web de RENCAP ;2/7/2019 09:56;14
1505;21/6/2019;2;20;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Por indumentaria - Otros - Racial;No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;Agresión verbal - Agresión física;;Derivado;22/7/2019;Página web de RENCAP ;4/7/2019 14:09;2
1507;28/6/2019;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;;;Desestimado;8/8/2019;Página web de RENCAP ;4/7/2019 19:30;2
1510;15/3/2019;2;0;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Por aspecto físico - Por indumentaria;El personal de control no esta identificado;En el acceso local;Personas vinculadas a la empresa;;;Derivado;18/7/2019;Página web de RENCAP ;6/7/2019 11:35;2
1511;5/7/2019;1;59;Buenos Aires;Junín;Junín;Por indumentaria;;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;11/7/2019;Página web de RENCAP ;7/7/2019 18:59;6
1512;25/5/2019;1;30;Buenos Aires;San Isidro;San Isidro;Por indumentaria;;En el acceso local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;10/7/2019;Página web de RENCAP ;7/7/2019 21:47;6
1513;5/7/2019;1;26;Buenos Aires;Junín;Junín;Por aspecto físico - Por indumentaria;;En el interior del local;Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Desestimado;17/7/2019;Página web de RENCAP ;11/7/2019 14:30;6
1517;11/8/2018;3;0;Buenos Aires;San Isidro;San Isidro;Por aspecto físico - Por indumentaria;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Personal de empresas de seguridad;Agresión verbal;;Derivado;5/8/2019;Página web de RENCAP ;15/7/2019 23:05;6
1518;20/7/2019;1;0;Buenos Aires;La Plata;Tolosa;Otros;;En el acceso local;Personal de empresas de seguridad;;;Derivado;23/7/2019;Página web de RENCAP ;21/7/2019 17:18;6
1522;28/7/2019;5;0;Santa Fe;Capitán Bermúdez;Capitán Bermúdez;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación;;;Agresión verbal - Agresión física;;Derivado;7/8/2019;Página web de RENCAP ;30/7/2019 20:24;82
1523;4/8/2019;18;9;Misiones;Comandante Andrés Guacurari;ALMIRANTE BROWN;;No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;En el interior del local;Controladores - Policias;;Se hizo denuncia policial;Derivado;5/8/2019;Página web de RENCAP ;4/8/2019 18:12;54
1524;4/8/2019;17;18;Buenos Aires;Ramallo;Perez Millán;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores;Agresión verbal - Agresión física;;Derivado;16/8/2019;Página web de RENCAP ;5/8/2019 05:20;6
1525;3/8/2019;11;0;Mendoza;Maipú;MAIPU;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores;Agresión verbal;;Derivado;5/8/2019;Página web de RENCAP ;5/8/2019 13:19;50
1526;10/8/2019;2;0;Buenos Aires;Lanús;Lanús;Por aspecto físico;;En el acceso local;Controladores;;;Desestimado;16/9/2019;Página web de RENCAP ;10/8/2019 07:09;6
1527;6/7/2019;6;30;Ciudad Autónoma de Buenos Aires;Barrio Balvanera;;Otros;Presencia de menores;En el interior del local - En el acceso local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;28/8/2019;Página web de RENCAP ;27/8/2019 03:49;2
1528;14/9/2019;3;30;Córdoba;Córdoba;CORDOBA;;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad;Agresión física;;Derivado;17/9/2019;Página web de RENCAP ;14/9/2019 09:13;14
1529;13/9/2019;0;45;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia - Presencia de menores;;Controladores - Personal de empresas de seguridad;;;Desestimado;3/10/2019;Página web de RENCAP ;14/9/2019 09:36;2
1530;21/9/2019;3;4;Buenos Aires;Quilmes;Quilmes;Otros;;En el interior del local;Controladores;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;2/10/2019;Página web de RENCAP ;21/9/2019 06:13;6
1531;27/9/2019;22;22;Ciudad Autónoma de Buenos Aires;Barrio Recoleta;;;;En las proximidades del local;Personal de empresas de seguridad;Agresión física;;Derivado;1/10/2019;Página web de RENCAP ;30/9/2019 23:11;2
1537;22/9/2019;2;0;Santa Fe;Rosario;Rosario;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad;;;Derivado;15/10/2019;Call Center;9/10/2019 12:05;82
1538;22/9/2019;1;30;Santa Fe;Rosario;Rosario;Por aspecto físico - Por indumentaria;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia;;Personal de empresas de seguridad;;;Derivado;15/10/2019;Call Center;9/10/2019 12:07;82
1539;6/10/2019;4;24;Buenos Aires;La Matanza;Ramos Mejía;Otros;El personal de control no esta identificado;En el interior del local;Personal de empresas de seguridad;Agresión verbal - Agresión física;;Derivado;16/10/2019;Página web de RENCAP ;9/10/2019 12:29;6
1542;19/10/2019;1;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Capital Federal;Otros;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa;;;Derivado;4/11/2019;Página web de RENCAP ;20/10/2019 14:00;2
1543;20/10/2019;5;30;Ciudad Autónoma de Buenos Aires;Barrio Liniers;;;;En el interior del local;Personas vinculadas a la empresa;Agresión verbal - Agresión física;Se solicitó asistencia policial;Derivado;6/11/2019;Página web de RENCAP ;20/10/2019 20:40;2
1544;20/10/2019;5;53;Buenos Aires;General Las Heras;Gral. Las Heras;;El personal de control no esta identificado;En el acceso local;;Agresión física;;Derivado;23/10/2019;Página web de RENCAP ;21/10/2019 08:54;6
1545;25/10/2019;1;45;Ciudad Autónoma de Buenos Aires;Barrio Belgrano;;Por aspecto físico - Por indumentaria - Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;;Controladores - Personal de empresas de seguridad - Personas vinculadas a la empresa;;;Derivado;31/10/2019;Página web de RENCAP ;26/10/2019 14:10;2
1554;27/10/2019;2;0;Buenos Aires;José C. Paz;José C. Paz;;El personal de control no esta identificado - No exhibe nomina de personal de control habilitado - No exhibe condiciones de adminsión y permanencia - Hay mas personas que las permitidas por la habilitación - Presencia de menores;;;;;Derivado;4/11/2019;Página web de RENCAP ;1/11/2019 14:23;6
1555;3/11/2019;5;30;Buenos Aires;Moreno;Moreno;;;En el interior del local;Personas vinculadas a la empresa;Agresión física;;Derivado;5/12/2019;Página web de RENCAP ;3/11/2019 20:48;6
1556;8/11/2019;2;40;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Palermo;Otros;El personal de control no esta identificado - No exhibe condiciones de adminsión y permanencia;En el acceso local;Controladores - Personas vinculadas a la empresa;Agresión verbal;;Derivado;12/11/2019;Página web de RENCAP ;8/11/2019 07:10;2
1557;10/11/2019;12;30;Ciudad Autónoma de Buenos Aires;Ciudad de Buenos Aires;Villa Urquiza;Por aspecto físico;No exhibe condiciones de adminsión y permanencia;En el acceso local;Personas vinculadas a la empresa;Agresión física;Se solicitó asistencia policial;Derivado;12/11/2019;Página web de RENCAP ;11/11/2019 12:26;2
1558;12/11/2019;0;0;Buenos Aires;General San Martín;Gral. San Martín;Por aspecto físico;Presencia de menores;En el acceso local;Personal de empresas de seguridad;;;Derivado;12/11/2019;Página web de RENCAP ;12/11/2019 02:42;6
1559;12/11/2019;0;0;Buenos Aires;General San Martín;Gral. San Martín;Por aspecto físico;Presencia de menores;En el acceso local;Personal de empresas de seguridad;;;Desestimado;2/12/2019;Página web de RENCAP ;12/11/2019 02:43;6
1560;12/11/2019;0;0;Buenos Aires;General San Martín;Gral. San Martín;Por aspecto físico;Presencia de menores;En el acceso local;Personal de empresas de seguridad;;;Desestimado;2/12/2019;Página web de RENCAP ;12/11/2019 02:43;6
1561;14/11/2019;3;30;Mendoza;Guaymallén;GUAYMALLEN;Otros;;En el interior del local;Controladores;Agresión física;;Derivado;15/11/2019;Página web de RENCAP ;14/11/2019 13:47;50
1562;20/11/2019;3;0;Buenos Aires;Malvinas Argentinas;Los Polvorines;Otros;;En el interior del local;Controladores;Agresión física - Agresión sexual;Se solicitó asistencia policial - Se hizo denuncia policial;Derivado;2/12/2019;Página web de RENCAP ;27/11/2019 06:42;6
